#$Source: /home/bbennett/pass/archive/Posda/psv/private_dd.psv,v $
#$Date: 2015/01/28 22:24:19 $
#$Revision: 1.12 $
#
#
#Copyright 2008, Bill Bennett
# Part of the Posda package
# Posda may be copied only under the terms of either the Artistic License or the
# GNU General Public License, which may be found in the Posda Distribution,
# or at http://posda.com/License.html
#
(0019,"GEMS_ACQU_01",2d)|?|US|1
(0019,"GEMS_ACQU_01",2e)|Angle Of First View|DS|1
(0019,"GEMS_ACQU_01",2f)|Trigger Frequency|DS|1
(0019,"GEMS_ACQU_01",39)|Scan FOV Type|SS|1
(0019,"GEMS_ACQU_01",3a)|?|IS|1
(0019,"GEMS_ACQU_01",3b)|?|LT|1
(0019,"GEMS_ACQU_01",3c)|?|UN|1
(0019,"GEMS_ACQU_01",3e)|?|UN|1
(0019,"GEMS_ACQU_01",3f)|?|UN|1
(0019,"GEMS_ACQU_01",40)|Stat Recon Flag|SS|1
(0019,"GEMS_ACQU_01",41)|Compute Type|SS|1
(0019,"GEMS_ACQU_01",42)|Segment Number|SS|1
(0019,"GEMS_ACQU_01",43)|Total Segments Requested|SS|1
(0019,"GEMS_ACQU_01",44)|Interscan Delay|DS|1
(0019,"GEMS_ACQU_01",47)|View Compression Factor|SS|1
(0019,"GEMS_ACQU_01",48)|?|US|1
(0019,"GEMS_ACQU_01",49)|?|US|1
(0019,"GEMS_ACQU_01",4a)|Total Number Of Ref Channels|SS|1
(0019,"GEMS_ACQU_01",4b)|Data Size For Scan Data|SL|1
(0019,"GEMS_ACQU_01",52)|Recon Post Processing Flag|SS|1
(0019,"GEMS_ACQU_01",54)|?|UN|1
(0019,"GEMS_ACQU_01",57)|CT Water Number|SS|1
(0019,"GEMS_ACQU_01",58)|CT Bone Number|SS|1
(0019,"GEMS_ACQU_01",5a)|Acquisition Duration|FL|1
(0019,"GEMS_ACQU_01",5d)|?|US|1
(0019,"GEMS_ACQU_01",5e)|Number Of Channels 1 To 512|SL|1
(0019,"GEMS_ACQU_01",5f)|Increment Between Channels|SL|1
(0019,"GEMS_ACQU_01",60)|Starting View|SL|1
(0019,"GEMS_ACQU_01",61)|Number Of Views|SL|1
(0019,"GEMS_ACQU_01",62)|Increment Between Views|SL|1
(0019,"GEMS_ACQU_01",6a)|Dependant On Number Of Views Processed|SS|1
(0019,"GEMS_ACQU_01",6b)|Field Of View In Detector Cells|SS|1
(0019,"GEMS_ACQU_01",70)|Value Of Back Projection Button|SS|1
(0019,"GEMS_ACQU_01",71)|Set If Fatq Estimates Were Used|SS|1
(0019,"GEMS_ACQU_01",72)|Z Channel Avg Over Views|DS|1
(0019,"GEMS_ACQU_01",73)|Avg Of Left Ref Channels Over Views|DS|1
(0019,"GEMS_ACQU_01",74)|Max Left Channel Over Views|DS|1
(0019,"GEMS_ACQU_01",75)|Avg Of Right Ref Channels Over Views|DS|1
(0019,"GEMS_ACQU_01",76)|Max Right Channel Over Views|DS|1
(0019,"GEMS_ACQU_01",7d)|Second Echo|DS|1
(0019,"GEMS_ACQU_01",7e)|Number Of Echos|SS|1
(0019,"GEMS_ACQU_01",7f)|Table Delta|DS|1
(0019,"GEMS_ACQU_01",81)|Contiguous|SS|1
(0019,"GEMS_ACQU_01",82)|?|US|1
(0019,"GEMS_ACQU_01",83)|?|DS|1
(0019,"GEMS_ACQU_01",84)|Peak SAR|DS|1
(0019,"GEMS_ACQU_01",85)|Monitor SAR|SS|1
(0019,"GEMS_ACQU_01",86)|?|US|1
(0019,"GEMS_ACQU_01",87)|Cardiac Repetition Time|DS|1
(0019,"GEMS_ACQU_01",88)|Images Per Cardiac Cycle|SS|1
(0019,"GEMS_ACQU_01",8a)|Actual Receive Gain Analog|SS|1
(0019,"GEMS_ACQU_01",8b)|Actual Receive Gain Digital|SS|1
(0019,"GEMS_ACQU_01",8d)|Delay After Trigger|DS|1
(0019,"GEMS_ACQU_01",8f)|Swap Phase Frequency|SS|1
(0019,"GEMS_ACQU_01",90)|Pause Interval|SS|1
(0019,"GEMS_ACQU_01",91)|Pulse Time|DS|1
(0019,"GEMS_ACQU_01",92)|Slice Offset On Frequency Axis|SL|1
(0019,"GEMS_ACQU_01",93)|Center Frequency|DS|1
(0019,"GEMS_ACQU_01",94)|Transmit Gain|SS|1
(0019,"GEMS_ACQU_01",95)|Analog Receiver Gain|SS|1
(0019,"GEMS_ACQU_01",96)|Digital Receiver Gain|SS|1
(0019,"GEMS_ACQU_01",97)|Bitmap Defining CVs|SL|1
(0019,"GEMS_ACQU_01",98)|Center Frequency Method|SS|1
(0019,"GEMS_ACQU_01",99)|?|US|1
(0019,"GEMS_ACQU_01",9b)|Pulse Sequence Mode|SS|1
(0019,"GEMS_ACQU_01",9c)|Pulse Sequence Name|LO|1
(0019,"GEMS_ACQU_01",9d)|Pulse Sequence Date|DT|1
(0019,"GEMS_ACQU_01",9e)|Internal Pulse Sequence Name|LO|1
(0019,"GEMS_ACQU_01",9f)|Transmitting Coil|SS|1
(0019,"GEMS_ACQU_01",a0)|Surface Coil Type|SS|1
(0019,"GEMS_ACQU_01",a1)|Extremity Coil Flag|SS|1
(0019,"GEMS_ACQU_01",a2)|Raw Data Run Number|SL|1
(0019,"GEMS_ACQU_01",a3)|Calibrated Field Strength|UL|1
(0019,"GEMS_ACQU_01",a4)|SAT Fat Water Bone|SS|1
(0019,"GEMS_ACQU_01",a5)|Receive Bandwidth|DS|1
(0019,"GEMS_ACQU_01",a7)|User Data|DS|1
(0019,"GEMS_ACQU_01",a8)|User Data|DS|1
(0019,"GEMS_ACQU_01",a9)|User Data|DS|1
(0019,"GEMS_ACQU_01",aa)|User Data|DS|1
(0019,"GEMS_ACQU_01",ab)|User Data|DS|1
(0019,"GEMS_ACQU_01",ac)|User Data|DS|1
(0019,"GEMS_ACQU_01",ad)|User Data|DS|1
(0019,"GEMS_ACQU_01",ae)|User Data|DS|1
(0019,"GEMS_ACQU_01",af)|User Data|DS|1
(0019,"GEMS_ACQU_01",b0)|User Data|DS|1
(0019,"GEMS_ACQU_01",b1)|User Data|DS|1
(0019,"GEMS_ACQU_01",b2)|User Data|DS|1
(0019,"GEMS_ACQU_01",b3)|User Data|DS|1
(0019,"GEMS_ACQU_01",b4)|User Data|DS|1
(0019,"GEMS_ACQU_01",b5)|User Data|DS|1
(0019,"GEMS_ACQU_01",b6)|User Data|DS|1
(0019,"GEMS_ACQU_01",b7)|User Data|DS|1
(0019,"GEMS_ACQU_01",b8)|User Data|DS|1
(0019,"GEMS_ACQU_01",b9)|User Data|DS|1
(0019,"GEMS_ACQU_01",ba)|User Data|DS|1
(0019,"GEMS_ACQU_01",bb)|User Data|DS|1
(0019,"GEMS_ACQU_01",bc)|User Data|DS|1
(0019,"GEMS_ACQU_01",bd)|User Data|DS|1
(0019,"GEMS_ACQU_01",be)|Projection Angle|DS|1
(0019,"GEMS_ACQU_01",c0)|Saturation Planes|SS|1
(0019,"GEMS_ACQU_01",c1)|Surface Coil Intensity Correction Flag|SS|1
(0019,"GEMS_ACQU_01",c2)|SAT Location R|SS|1
(0019,"GEMS_ACQU_01",c3)|SAT Location L|SS|1
(0019,"GEMS_ACQU_01",c4)|SAT Location A|SS|1
(0019,"GEMS_ACQU_01",c5)|SAT Location P|SS|1
(0019,"GEMS_ACQU_01",c6)|SAT Location H|SS|1
(0019,"GEMS_ACQU_01",c7)|SAT Location F|SS|1
(0019,"GEMS_ACQU_01",c8)|SAT Thickness R L|SS|1
(0019,"GEMS_ACQU_01",c9)|SAT Thickness A P|SS|1
(0019,"GEMS_ACQU_01",ca)|SAT Thickness H F|SS|1
(0019,"GEMS_ACQU_01",cb)|Prescribed Flow Axis|SS|1
(0019,"GEMS_ACQU_01",cc)|Velocity Encoding|SS|1
(0019,"GEMS_ACQU_01",cd)|Thickness Disclaimer|SS|1
(0019,"GEMS_ACQU_01",ce)|Prescan Type|SS|1
(0019,"GEMS_ACQU_01",cf)|Prescan Status|SS|1
(0019,"GEMS_ACQU_01",d0)|Raw Data Type|SH|1
(0019,"GEMS_ACQU_01",d2)|Projection Algorithm|SS|1
(0019,"GEMS_ACQU_01",d3)|Projection Algorithm|SH|1
(0019,"GEMS_ACQU_01",d4)|?|US|1
(0019,"GEMS_ACQU_01",d5)|Fractional Echo|SS|1
(0019,"GEMS_ACQU_01",d6)|Prep Pulse|SS|1
(0019,"GEMS_ACQU_01",d7)|Cardiac Phases|SS|1
(0019,"GEMS_ACQU_01",d8)|Variable Echo Flag|SS|1
(0019,"GEMS_ACQU_01",d9)|Concatenated SAT|DS|1
(0019,"GEMS_ACQU_01",da)|Reference Channel Used|SS|1
(0019,"GEMS_ACQU_01",db)|Back Projector Coefficient|DS|1
(0019,"GEMS_ACQU_01",dc)|Primary Speed Correction Used|SS|1
(0019,"GEMS_ACQU_01",dd)|Overrange Correction Used|SS|1
(0019,"GEMS_ACQU_01",de)|Dynamic Z Alpha Value|DS|1
(0019,"GEMS_ACQU_01",df)|User Data|DS|1
(0019,"GEMS_ACQU_01",e0)|User Data|DS|1
(0019,"GEMS_ACQU_01",e1)|?|DS|1
(0019,"GEMS_ACQU_01",e2)|Velocity Encode Scale|DS|1
(0019,"GEMS_ACQU_01",e3)|?|LT|1
(0019,"GEMS_ACQU_01",e4)|?|LT|1
(0019,"GEMS_ACQU_01",e5)|?|IS|1
(0019,"GEMS_ACQU_01",e6)|?|US|1
(0019,"GEMS_ACQU_01",e8)|?|DS|1
(0019,"GEMS_ACQU_01",e9)|?|DS|1
(0019,"GEMS_ACQU_01",eb)|?|DS|1
(0019,"GEMS_ACQU_01",ec)|?|US|1
(0019,"GEMS_ACQU_01",f0)|?|UN|1
(0019,"GEMS_ACQU_01",f1)|?|LT|1
(0019,"GEMS_ACQU_01",f2)|Fast Phases|SS|1
(0019,"GEMS_ACQU_01",f3)|?|LT|1
(0019,"GEMS_ACQU_01",f4)|?|LT|1
(0019,"GEMS_ACQU_01",f9)|Transmission Gain|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",00)|CR Exposure Menu Code|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",10)|CR Exposure Menu String|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",20)|CR EDR Mode|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",30)|CR Latitude|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",40)|CR Group Number|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",50)|CR Image Serial Number|US|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",60)|CR Bar Code Number|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",70)|CR Film Output Exposure|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",80)|CR Film Format|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK1",90)|CR S Shift String|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",00)|CR S Shift|US|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",10)|CR C Shift|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",20)|CR GT|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",30)|CR GA|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",40)|CR GC|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",50)|CR GS|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",60)|CR RT|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",70)|CR RE|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",80)|CR RN|US|1
(0023,"GEMS_ACRQA_1.0 BLOCK2",90)|CR DRT|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",00)|CR DRE|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",10)|CR DRN|US|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",20)|CR ORE|DS|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",30)|CR ORN|US|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",40)|CR ORD|US|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",50)|CR Cassette Size|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",60)|CR Machine ID|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",70)|CR Machine Type|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",80)|CR Technician Code|LO|1
(0023,"GEMS_ACRQA_1.0 BLOCK3",90)|CR Energy Subtraction Parameters|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",00)|CR Exposure Menu Code|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",10)|CR Exposure Menu String|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",20)|CR EDR Mode|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",30)|CR Latitude|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",40)|CR Group Number|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",50)|CR Image Serial Number|US|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",60)|CR Bar Code Number|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",70)|CR Film Output Exposure|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",80)|CR Film Format|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK1",90)|CR S Shift String|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",00)|CR S Shift|US|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",10)|CR C Shift|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",20)|CR GT|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",30)|CR GA|DS|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",40)|CR GC|DS|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",50)|CR GS|DS|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",60)|CR RT|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",70)|CR RE|DS|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",80)|CR RN|US|1
(0023,"GEMS_ACRQA_2.0 BLOCK2",90)|CR DRT|DS|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",00)|CR DRE|DS|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",10)|CR DRN|US|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",20)|CR ORE|DS|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",30)|CR ORN|US|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",40)|CR ORD|US|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",50)|CR Cassette Size|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",60)|CR Machine ID|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",70)|CR Machine Type|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",80)|CR Technician Code|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",90)|CR Energy Subtraction Parameters|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",f0)|CR Distribution Code|LO|1
(0023,"GEMS_ACRQA_2.0 BLOCK3",ff)|CR Shutters Applied|US|1
(0047,"GEMS_ADWSoft_3D1",01)|Reconstruction Parameters Sequence|SQ|1
(0047,"GEMS_ADWSoft_3D1",50)|Volume Voxel Count|UL|1
(0047,"GEMS_ADWSoft_3D1",51)|Volume Segment Count|UL|1
(0047,"GEMS_ADWSoft_3D1",53)|Volume Slice Size|US|1
(0047,"GEMS_ADWSoft_3D1",54)|Volume Slice Count|US|1
(0047,"GEMS_ADWSoft_3D1",55)|Volume Threshold Value|SL|1
(0047,"GEMS_ADWSoft_3D1",57)|Volume Voxel Ratio|DS|1
(0047,"GEMS_ADWSoft_3D1",58)|Volume Voxel Size|DS|1
(0047,"GEMS_ADWSoft_3D1",59)|Volume Z Position Size|US|1
(0047,"GEMS_ADWSoft_3D1",60)|Volume Base Line|DS|9
(0047,"GEMS_ADWSoft_3D1",61)|Volume Center Point|DS|3
(0047,"GEMS_ADWSoft_3D1",63)|Volume Skew Base|SL|1
(0047,"GEMS_ADWSoft_3D1",64)|Volume Registration Transform Rotation Matrix|DS|9
(0047,"GEMS_ADWSoft_3D1",65)|Volume Registration Transform Translation Vector|DS|3
(0047,"GEMS_ADWSoft_3D1",70)|KVP List|DS|1-n
(0047,"GEMS_ADWSoft_3D1",71)|XRay Tube Current List|IS|1-n
(0047,"GEMS_ADWSoft_3D1",72)|Exposure List|IS|1-n
(0047,"GEMS_ADWSoft_3D1",80)|Acquisition DLX Identifier|LO|1
(0047,"GEMS_ADWSoft_3D1",85)|Acquisition DLX 2D Series Sequence|SQ|1
(0047,"GEMS_ADWSoft_3D1",89)|Contrast Agent Volume List|DS|1-n
(0047,"GEMS_ADWSoft_3D1",8a)|Number Of Injections|US|1
(0047,"GEMS_ADWSoft_3D1",8b)|Frame Count|US|1
(0047,"GEMS_ADWSoft_3D1",91)|XA 3D Reconstruction Algorithm Name|LO|1
(0047,"GEMS_ADWSoft_3D1",92)|XA 3D Reconstruction Algorithm Version|CS|1
(0047,"GEMS_ADWSoft_3D1",93)|DLX Calibration Date|DA|1
(0047,"GEMS_ADWSoft_3D1",94)|DLX Calibration Time|TM|1
(0047,"GEMS_ADWSoft_3D1",95)|DLX Calibration Status|CS|1
(0047,"GEMS_ADWSoft_3D1",96)|Used Frames|IS|1-n
