#$Source: /home/bbennett/pass/archive/Posda/psv/dicom_dd.psv,v $
#$Date: 2009/02/06 18:06:24 $
#$Revision: 1.4 $
#
#
#Copyright 2008, Bill Bennett
# Part of the Posda package
# Posda may be copied only under the terms of either the Artistic License or the
# GNU General Public License, which may be found in the Posda Distribution,
# or at http://posda.com/License.html
#

(0008,010C)|Coding Scheme UID|UI|1|
(0008,010D)|Context Group Extension Creator UID|UI|1|
(0008,010F)|Context Identifier|CS|1|
(0008,0110)|Coding Scheme Identification Sequence|SQ|1|
(0008,0112)|Coding Scheme Registry|LO|1|
(0008,0114)|Coding Scheme External ID|ST|1|
(0008,0115)|Coding Scheme Name|ST|1|
(0008,0116)|Responsible Organization|ST|1|
(0008,0201)|Timezone Offset From UTC|SH|1|
(0008,1000)|Network ID|AE|1|RET
(0008,1010)|Station Name|SH|1|
(0008,1030)|Study Description|LO|1|
(0008,1032)|Procedure Code Sequence|SQ|1|
(0008,103E)|Series Description|LO|1|
(0008,1040)|Institutional Department Name|LO|1|
(0008,1048)|Physician(s) of Record|PN|1-n|
(0008,1049)|Physician(s) of Record Identification Sequence|SQ|1|
(0008,1050)|Performing Physician's Name|PN|1-n|
(0008,1052)|Performing Physician Identification Sequence|SQ|1|
(0008,1060)|Name of  Physician(s) Reading Study|PN|1-n|
(0008,1062)|Physician(s) Reading Study Identification Sequence|SQ|1|
(0008,1070)|Operators' Name|PN|1-n|
(0008,1072)|Operator Identification Sequence|SQ|1|
(0008,1080)|Admitting Diagnoses Description|LO|1-n|
(0008,1084)|Admitting Diagnoses Code Sequence|SQ|1|
(0008,1090)|Manufacturer's Model Name|LO|1|
(0008,1100)|Referenced Results Sequence|SQ|1|RET
(0008,1110)|Referenced Study Sequence|SQ|1|
(0008,1111)|Referenced Performed Procedure Step Sequence|SQ|1|
(0008,1115)|Referenced Series Sequence|SQ|1|
(0008,1120)|Referenced Patient Sequence|SQ|1|
(0008,1125)|Referenced Visit Sequence|SQ|1|
(0008,1130)|Referenced Overlay Sequence|SQ|1|RET
(0008,113A)|Referenced Waveform Sequence|SQ|1|
(0008,1140)|Referenced Image Sequence|SQ|1|
(0008,1145)|Referenced Curve Sequence|SQ|1|RET
(0008,114A)|Referenced Instance Sequence|SQ|1|
(0008,114B)|Referenced Real World Value Mapping Instance Sequence|SQ|1|
(0008,1150)|Referenced SOP Class UID|UI|1|
(0008,1155)|Referenced SOP Instance UID|UI|1|
(0008,115A)|SOP Classes Supported|UI|1-n|
(0008,1160)|Referenced Frame Number|IS|1-n|
(0008,1195)|Transaction UID|UI|1|
(0008,1197)|Failure Reason|US|1|
(0008,1198)|Failed SOP Sequence|SQ|1|
(0008,1199)|Referenced SOP Sequence|SQ|1|
(0008,1200)|Studies Containing Other Referenced Instances Sequence|SQ|1|
(0008,1250)|Related Series Sequence|SQ|1|
(0008,2110)|Lossy Image Compression|CS|1|RET
(0008,2111)|Derivation Description|ST|1|
(0008,2112)|Source Image Sequence|SQ|1|
(0008,2120)|Stage Name|SH|1|
(0008,2122)|Stage Number|IS|1|
(0008,2124)|Number of Stages|IS|1|
(0008,2127)|View Name|SH|1|
(0008,2128)|View Number|IS|1|
(0008,2129)|Number of Event Timers|IS|1|
(0008,212A)|Number of Views in Stage|IS|1|
(0008,2130)|Event Elapsed Time(s)|DS|1-n|
(0008,2132)|Event Timer Name(s)|LO|1-n|
(0008,2142)|Start Trim|IS|1|
(0008,2143)|Stop Trim|IS|1|
(0008,2144)|Recommended Display Frame Rate|IS|1|
(0008,2200)|Transducer Position|CS|1|RET
(0008,2204)|Transducer Orientation|CS|1|RET
(0008,2208)|Anatomic Structure|CS|1|RET
(0008,2218)|Anatomic Region Sequence|SQ|1|
(0008,2220)|Anatomic Region Modifier Sequence|SQ|1|
(0008,2228)|Primary Anatomic Structure Sequence|SQ|1|
(0008,2229)|Anatomic Structure, Space or Region Sequence|SQ|1|
(0008,2230)|Primary Anatomic Structure Modifier Sequence|SQ|1|
(0008,2240)|Transducer Position Sequence|SQ|1|RET
(0008,2242)|Transducer Position Modifier Sequence|SQ|1|RET
(0008,2244)|Transducer Orientation Sequence|SQ|1|RET
(0008,2246)|Transducer Orientation Modifier Sequence|SQ|1|RET
(0008,3001)|Alternate Representation Sequence|SQ|1|
(0008,3010)|Irradiation Event UID|UI|1|
(0008,4000)|Identifying Comments|LT|1|RET
(0008,9007)|Frame Type|CS|4|
(0008,9092)|Referenced Image Evidence Sequence|SQ|1|
(0008,9121)|Referenced Raw Data Sequence|SQ|1|
(0008,9123)|Creator-Version UID|UI|1|
(0008,9124)|Derivation Image Sequence|SQ|1|
(0008,9154)|Source Image Evidence Sequence|SQ|1|
(0008,9205)|Pixel Presentation|CS|1|
(0008,9206)|Volumetric Properties|CS|1|
(0008,9207)|Volume Based Calculation Technique|CS|1|
(0008,9208)|Complex Image Component|CS|1|
(0008,9209)|Acquisition Contrast|CS|1|
(0008,9215)|Derivation Code Sequence|SQ|1|
(0008,9237)|Referenced Grayscale Presentation State Sequence|SQ|1|
(0008,9410)|Referenced Other Plane Sequence|SQ|1|
(0008,9458)|Frame Display Sequence|SQ|1|
(0008,9459)|Recommended Display Frame Rate in Float|FL|1|
(0008,9460)|Skip Frame Range Flag|CS|1|
(0010,0010)|Patient's Name|PN|1|
(0010,0020)|Patient ID|LO|1|
(0010,0021)|Issuer of Patient ID|LO|1|
(0010,0022)|Type of Patient ID|CS|1|
(0010,0030)|Patient's Birth Date|DA|1|
(0010,0032)|Patient's Birth Time|TM|1|
(0010,0040)|Patient's Sex|CS|1|
(0010,0050)|Patient's Insurance Plan Code Sequence|SQ|1|
(0010,0101)|Patient's Primary Language Code Sequence|SQ|1|
(0010,0102)|Patient's Primary Language Code Modifier Sequence|SQ|1|
(0010,1000)|Other Patient IDs|LO|1-n|
(0010,1001)|Other Patient Names|PN|1-n|
(0010,1002)|Other Patient IDs Sequence|SQ|1|
(0010,1005)|Patient's Birth Name|PN|1|
(0010,1010)|Patient's Age|AS|1|
(0010,1020)|Patient's Size|DS|1|
(0010,1030)|Patient's Weight|DS|1|
(0010,1040)|Patient's Address|LO|1|
(0010,1050)|Insurance Plan Identification|LO|1-n|RET
(0010,1060)|Patient's Mother's Birth Name|PN|1|
(0010,1080)|Military Rank|LO|1|
(0010,1081)|Branch of Service|LO|1|
(0010,1090)|Medical Record Locator|LO|1|
(0010,2000)|Medical Alerts|LO|1-n|
(0010,2110)|Contrast Allergies|LO|1-n|
(0010,2150)|Country of Residence|LO|1|
(0010,2152)|Region of Residence|LO|1|
(0010,2154)|Patient's Telephone Numbers|SH|1-n|
(0010,2160)|Ethnic Group|SH|1|
(0010,2180)|Occupation|SH|1|
(0010,21A0)|Smoking Status|CS|1|
(0010,21B0)|Additional Patient History|LT|1|
(0010,21C0)|Pregnancy Status|US|1|
(0010,21D0)|Last Menstrual Date|DA|1|
(0010,21F0)|Patient's Religious Preference|LO|1|
(0010,2201)|Patient Species Description|LO|1|
(0010,2202)|Patient Species Code Sequence|SQ|1|
(0010,2203)|Patient's Sex Neutered|CS|1|
(0010,2292)|Patient Breed Description|LO|1|
(0010,2293)|Patient Breed Code Sequence|SQ|1|
(0010,2294)|Breed Registration Sequence|SQ|1|
(0010,2295)|Breed Registration Number|LO|1|
(0010,2296)|Breed Registry Code Sequence|SQ|1|
(0010,2297)|Responsible Person|PN|1|
(0010,2298)|Responsible Person Role|CS|1|
(0010,2299)|Responsible Organization|LO|1|
(0010,4000)|Patient Comments|LT|1|
(0010,9431)|Examined Body Thickness|FL|1|
(0012,0010)|Clinical Trial Sponsor Name|LO|1|
(0012,0020)|Clinical Trial Protocol ID|LO|1|
(0012,0021)|Clinical Trial Protocol Name|LO|1|
(0012,0030)|Clinical Trial Site ID|LO|1|
(0012,0031)|Clinical Trial Site Name|LO|1|
(0012,0040)|Clinical Trial Subject ID|LO|1|
(0012,0042)|Clinical Trial Subject Reading ID|LO|1|
(0012,0050)|Clinical Trial Time Point ID|LO|1|
(0012,0051)|Clinical Trial Time Point Description|ST|1|
(0012,0060)|Clinical Trial Coordinating Center Name|LO|1|
(0012,0062)|Patient Identity Removed|CS|1|
(0012,0063)|De-identification Method|LO|1-n|
(0012,0064)|De-identification Method Code Sequence|SQ|1|
(0018,0010)|Contrast/Bolus Agent|LO|1|
(0018,0012)|Contrast/Bolus Agent Sequence|SQ|1|
(0018,0014)|Contrast/Bolus Administration Route Sequence|SQ|1|
(0018,0015)|Body Part Examined|CS|1|
(0018,0020)|Scanning Sequence|CS|1-n|
(0018,0021)|Sequence Variant|CS|1-n|
(0018,0022)|Scan Options|CS|1-n|
(0018,0023)|MR Acquisition Type|CS|1|
(0018,0024)|Sequence Name|SH|1|
(0018,0025)|Angio Flag|CS|1|
(0018,0026)|Intervention Drug Information Sequence|SQ|1|
(0018,0027)|Intervention Drug Stop Time|TM|1|
(0018,0028)|Intervention Drug Dose|DS|1|
(0018,0029)|Intervention Drug Sequence|SQ|1|
(0018,002A)|Additional Drug Sequence|SQ|1|
(0018,0030)|Radionuclide|LO|1-n|RET
(0018,0031)|Radiopharmaceutical|LO|1|
(0018,0032)|Energy Window Centerline|DS|1|RET
(0018,0033)|Energy Window Total Width|DS|1-n|RET
(0018,0034)|Intervention Drug Name|LO|1|
(0018,0035)|Intervention Drug Start Time|TM|1|
(0018,0036)|Intervention Sequence|SQ|1|
(0018,0037)|Therapy Type|CS|1|RET
(0018,0038)|Intervention Status|CS|1|
(0018,0039)|Therapy Description|CS|1|RET
(0018,003A)|Intervention Description|ST|1|
(0018,0040)|Cine Rate |IS|1|
(0018,0050)|Slice Thickness|DS|1|
(0018,0060)|KVP|DS|1|
(0018,0070)|Counts Accumulated|IS|1|
(0018,0071)|Acquisition Termination Condition|CS|1|
(0018,0072)|Effective Duration|DS|1|
(0018,0073)|Acquisition Start Condition|CS|1|
(0018,0074)|Acquisition Start Condition Data|IS|1|
(0018,0075)|Acquisition Termination Condition Data|IS|1|
(0018,0080)|Repetition Time|DS|1|
(0018,0081)|Echo Time|DS|1|
(0018,0082)|Inversion Time|DS|1|
(0018,0083)|Number of Averages|DS|1|
(0018,0084)|Imaging Frequency|DS|1|
(0018,0085)|Imaged Nucleus|SH|1|
(0018,0086)|Echo Number(s)|IS|1-n|
(0018,0087)|Magnetic Field Strength|DS|1|
(0018,0088)|Spacing Between Slices|DS|1|
(0018,0089)|Number of Phase Encoding Steps|IS|1|
(0018,0090)|Data Collection Diameter|DS|1|
(0018,0091)|Echo Train Length|IS|1|
(0018,0093)|Percent Sampling|DS|1|
(0018,0094)|Percent Phase Field of View|DS|1|
(0018,0095)|Pixel Bandwidth|DS|1|
(0018,1000)|Device Serial Number|LO|1|
(0018,1002)|Device UID|UI|1|
(0018,1003)|Device ID|LO|1|
(0018,1004)|Plate ID|LO|1|
(0018,1005)|Generator ID|LO|1|
(0018,1006)|Grid ID|LO|1|
(0018,1007)|Cassette ID|LO|1|
(0018,1008)|Gantry ID|LO|1|
(0018,1010)|Secondary Capture Device ID|LO|1|
(0018,1011)|Hardcopy Creation Device ID|LO|1|
(0018,1012)|Date of Secondary Capture|DA|1|
(0018,1014)|Time of Secondary Capture|TM|1|
(0018,1016)|Secondary Capture Device Manufacturer|LO|1|
(0018,1017)|Hardcopy Device Manufacturer|LO|1|
(0018,1018)|Secondary Capture Device Manufacturer's Model Name|LO|1|
(0018,1019)|Secondary Capture Device Software Version(s)|LO|1-n|
(0018,101A)|Hardcopy Device Software Version|LO|1-n|
(0018,101B)|Hardcopy Device Manufacturer's Model Name|LO|1|
(0018,1020)|Software Version(s)|LO|1-n|
(0018,1022)|Video Image Format Acquired|SH|1|
(0018,1023)|Digital Image Format Acquired|LO|1|
(0018,1030)|Protocol Name|LO|1|
(0018,1040)|Contrast/Bolus Route|LO|1|
(0018,1041)|Contrast/Bolus Volume|DS|1|
(0018,1042)|Contrast/Bolus Start Time |TM|1|
(0018,1043)|Contrast/Bolus Stop Time |TM|1|
(0018,1044)|Contrast/Bolus Total Dose|DS|1|
(0018,1045)|Syringe Counts|IS|1|
(0018,1046)|Contrast Flow Rate|DS|1-n|
(0018,1047)|Contrast Flow Duration|DS|1-n|
(0018,1048)|Contrast/Bolus Ingredient|CS|1|
(0018,1049)|Contrast/Bolus Ingredient Concentration|DS|1|
(0018,1050)|Spatial Resolution|DS|1|
(0018,1060)|Trigger Time|DS|1|
(0018,1061)|Trigger Source or Type|LO|1|
(0018,1062)|Nominal Interval|IS|1|
(0018,1063)|Frame Time|DS|1|
(0018,1064)|Framing Type|LO|1|
(0018,1065)|Frame Time Vector|DS|1-n|
(0018,1066)|Frame Delay|DS|1|
(0018,1067)|Image Trigger Delay|DS|1|
(0018,1068)|Multiplex Group Time Offset|DS|1|
(0018,1069)|Trigger Time Offset|DS|1|
(0018,106A)|Synchronization Trigger|CS|1|
(0018,106C)|Synchronization Channel|US|2|
(0018,106E)|Trigger Sample Position|UL|1|
(0018,1070)|Radiopharmaceutical Route|LO|1|
(0018,1071)|Radiopharmaceutical Volume|DS|1|
(0018,1072)|Radiopharmaceutical Start Time|TM|1|
(0018,1073)|Radiopharmaceutical Stop Time|TM|1|
(0018,1074)|Radionuclide Total Dose|DS|1|
(0018,1075)|Radionuclide Half Life|DS|1|
(0018,1076)|Radionuclide Positron Fraction|DS|1|
(0018,1077)|Radiopharmaceutical Specific Activity|DS|1|
(0018,1078)|Radiopharmaceutical Start Datetime|DT|1|
(0018,1079)|Radiopharmaceutical Stop Datetime|DT|1|
(0018,1080)|Beat Rejection Flag|CS|1|
(0018,1081)|Low R-R Value|IS|1|
(0018,1082)|High R-R Value|IS|1|
(0018,1083)|Intervals Acquired|IS|1|
(0018,1084)|Intervals Rejected|IS|1|
(0018,1085)|PVC Rejection|LO|1|
(0018,1086)|Skip Beats|IS|1|
(0018,1088)|Heart Rate|IS|1|
(0018,1090)|Cardiac Number of Images|IS|1|
(0018,1094)|Trigger Window|IS|1|
(0018,1100)|Reconstruction Diameter|DS|1|
(0018,1110)|Distance Source to Detector|DS|1|
(0018,1111)|Distance Source to Patient|DS|1|
(0018,1114)|Estimated Radiographic Magnification Factor|DS|1|
(0018,1120)|Gantry/Detector Tilt|DS|1|
(0018,1121)|Gantry/Detector Slew|DS|1|
(0018,1130)|Table Height|DS|1|
(0018,1131)|Table Traverse|DS|1|
(0018,1134)|Table Motion|CS|1|
(0018,1135)|Table Vertical Increment|DS|1-n|
(0018,1136)|Table Lateral Increment|DS|1-n|
(0018,1137)|Table Longitudinal Increment|DS|1-n|
(0018,1138)|Table Angle|DS|1|
(0018,113A)|Table Type|CS|1|
(0018,1140)|Rotation Direction|CS|1|
(0018,1141)|Angular Position|DS|1|
(0018,1142)|Radial Position|DS|1-n|
(0018,1143)|Scan Arc|DS|1|
(0018,1144)|Angular Step|DS|1|
(0018,1145)|Center of Rotation Offset|DS|1|
(0018,1146)|Rotation Offset|DS|1-n|RET
(0018,1147)|Field of View Shape|CS|1|
(0018,1149)|Field of View Dimension(s)|IS|1-2|
(0018,1150)|Exposure Time|IS|1|
(0018,1151)|X-ray Tube Current|IS|1|
(0018,1152)|Exposure |IS|1|
(0018,1153)|Exposure in uAs|IS|1|
(0018,1154)|Average Pulse Width|DS|1|
(0018,1155)|Radiation Setting|CS|1|
(0018,1156)|Rectification Type|CS|1|
(0018,115A)|Radiation Mode|CS|1|
(0018,115E)|Image and Fluoroscopy Area Dose Product|DS|1|
(0018,1160)|Filter Type|SH|1|
(0018,1161)|Type of Filters|LO|1-n|
(0018,1162)|Intensifier Size|DS|1|
(0018,1164)|Imager Pixel Spacing|DS|2|
(0018,1166)|Grid|CS|1-n|
(0018,1170)|Generator Power|IS|1|
(0018,1180)|Collimator/grid Name |SH|1|
(0018,1181)|Collimator Type|CS|1|
(0018,1182)|Focal Distance|IS|1-2|
(0018,1183)|X Focus Center|DS|1-2|
(0018,1184)|Y Focus Center|DS|1-2|
(0018,1190)|Focal Spot(s)|DS|1-n|
(0018,1191)|Anode Target Material|CS|1|
(0018,11A0)|Body Part Thickness|DS|1|
(0018,11A2)|Compression Force|DS|1|
(0018,1200)|Date of Last Calibration|DA|1-n|
(0018,1201)|Time of Last Calibration|TM|1-n|
(0018,1210)|Convolution Kernel|SH|1-n|
(0018,1240)|Upper/Lower Pixel Values|IS|1-n|RET
(0018,1242)|Actual Frame Duration|IS|1|
(0018,1243)|Count Rate|IS|1|
(0018,1244)|Preferred Playback Sequencing|US|1|
(0018,1250)|Receive Coil Name|SH|1|
(0018,1251)|Transmit Coil Name|SH|1|
(0018,1260)|Plate Type|SH|1|
(0018,1261)|Phosphor Type|LO|1|
(0018,1300)|Scan Velocity|DS|1|
(0018,1301)|Whole Body Technique|CS|1-n|
(0018,1302)|Scan Length|IS|1|
(0018,1310)|Acquisition Matrix|US|4|
(0018,1312)|In-plane Phase Encoding Direction|CS|1|
(0018,1314)|Flip Angle|DS|1|
(0018,1315)|Variable Flip Angle Flag|CS|1|
(0018,1316)|SAR|DS|1|
(0018,1318)|dB/dt|DS|1|
(0018,1400)|Acquisition Device Processing Description |LO|1|
(0018,1401)|Acquisition Device Processing Code|LO|1|
(0018,1402)|Cassette Orientation|CS|1|
(0018,1403)|Cassette Size|CS|1|
(0018,1404)|Exposures on Plate|US|1|
(0018,1405)|Relative X-ray Exposure|IS|1|
(0018,1450)|Column Angulation|DS|1|
(0018,1460)|Tomo Layer Height|DS|1|
(0018,1470)|Tomo Angle|DS|1|
(0018,1480)|Tomo Time|DS|1|
(0018,1490)|Tomo Type|CS|1|
(0018,1491)|Tomo Class|CS|1|
(0018,1495)|Number of Tomosynthesis Source Images|IS|1|
(0018,1500)|Positioner Motion|CS|1|
(0018,1508)|Positioner Type|CS|1|
(0018,1510)|Positioner Primary Angle|DS|1|
(0018,1511)|Positioner Secondary Angle|DS|1|
(0018,1520)|Positioner Primary Angle Increment|DS|1-n|
(0018,1521)|Positioner Secondary Angle Increment|DS|1-n|
(0018,1530)|Detector Primary Angle|DS|1|
(0018,1531)|Detector Secondary Angle|DS|1|
(0018,1600)|Shutter Shape|CS|1-3|
(0018,1602)|Shutter Left Vertical Edge|IS|1|
(0018,1604)|Shutter Right Vertical Edge|IS|1|
(0018,1606)|Shutter Upper Horizontal Edge|IS|1|
(0018,1608)|Shutter Lower Horizontal Edge|IS|1|
(0018,1610)|Center of Circular Shutter|IS|2|
(0018,1612)|Radius of Circular Shutter|IS|1|
(0018,1620)|Vertices of the Polygonal Shutter|IS|2-2n|
(0018,1622)|Shutter Presentation Value|US|1|
(0018,1623)|Shutter Overlay Group|US|1|
(0018,1624)|Shutter Presentation Color CIELab Value|US|3|
(0018,1700)|Collimator Shape|CS|1-3|
(0018,1702)|Collimator Left Vertical Edge|IS|1|
(0018,1704)|Collimator Right Vertical Edge|IS|1|
(0018,1706)|Collimator Upper Horizontal Edge|IS|1|
(0018,1708)|Collimator Lower Horizontal Edge|IS|1|
(0018,1710)|Center of Circular Collimator|IS|2|
(0018,1712)|Radius of Circular Collimator|IS|1|
(0018,1720)|Vertices of the Polygonal Collimator|IS|2-2n|
(0018,1800)|Acquisition Time Synchronized|CS|1|
(0018,1801)|Time Source|SH|1|
(0018,1802)|Time Distribution Protocol|CS|1|
(0018,1803)|NTP Source Address|LO|1|
(0018,2001)|Page Number Vector|IS|1-n|
(0018,2002)|Frame Label Vector|SH|1-n|
(0018,2003)|Frame Primary Angle Vector|DS|1-n|
(0018,2004)|Frame Secondary Angle Vector|DS|1-n|
(0018,2005)|Slice Location Vector|DS|1-n|
(0018,2006)|Display Window Label Vector|SH|1-n|
(0018,2010)|Nominal Scanned Pixel Spacing|DS|2|
(0018,2020)|Digitizing Device Transport Direction|CS|1|
(0018,2030)|Rotation of Scanned Film|DS|1|
(0018,3100)|IVUS Acquisition|CS|1|
(0018,3101)|IVUS Pullback Rate|DS|1|
(0018,3102)|IVUS Gated Rate|DS|1|
(0018,3103)|IVUS Pullback Start Frame Number|IS|1|
(0018,3104)|IVUS Pullback Stop Frame Number|IS|1|
(0018,3105)|Lesion Number |IS|1-n|
(0018,4000)|Acquisition Comments|LT|1|RET
(0018,5000)|Output Power|SH|1-n|
(0018,5010)|Transducer Data|LO|3|
(0018,5012)|Focus Depth|DS|1|
(0018,5020)|Processing Function|LO|1|
(0018,5021)|Postprocessing Function|LO|1|
(0018,5022)|Mechanical Index|DS|1|
(0018,5024)|Bone Thermal Index|DS|1|
(0018,5026)|Cranial Thermal Index|DS|1|
(0018,5027)|Soft Tissue Thermal Index|DS|1|
(0018,5028)|Soft Tissue-focus Thermal Index|DS|1|
(0018,5029)|Soft Tissue-surface Thermal Index|DS|1|
(0018,5030)|Dynamic Range|DS|1|RET
(0018,5040)|Total Gain|DS|1|RET
(0018,5050)|Depth of Scan Field|IS|1|
(0018,5100)|Patient Position|CS|1|
(0018,5101)|View Position|CS|1|
(0018,5104)|Projection Eponymous Name Code Sequence|SQ|1|
(0018,5210)|Image Transformation Matrix|DS|6|RET
(0018,5212)|Image Translation Vector|DS|3|RET
(0018,6000)|Sensitivity|DS|1|
(0018,6011)|Sequence of Ultrasound Regions|SQ|1|
(0018,6012)|Region Spatial Format|US|1|
(0018,6014)|Region Data Type|US|1|
(0018,6016)|Region Flags|UL|1|
(0018,6018)|Region Location Min X0|UL|1|
(0018,601A)|Region Location Min Y0|UL|1|
(0018,601C)|Region Location Max X1|UL|1|
(0018,601E)|Region Location Max Y1|UL|1|
(0018,6020)|Reference Pixel X0|SL|1|
(0018,6022)|Reference Pixel Y0|SL|1|
(0018,6024)|Physical Units X Direction|US|1|
(0018,6026)|Physical Units Y Direction|US|1|
(0018,6028)|Reference Pixel Physical Value X|FD|1|
(0018,602A)|Reference Pixel Physical Value Y|FD|1|
(0018,602C)|Physical Delta X|FD|1|
(0018,602E)|Physical Delta Y|FD|1|
(0018,6030)|Transducer Frequency|UL|1|
(0018,6031)|Transducer Type|CS|1|
(0018,6032)|Pulse Repetition Frequency|UL|1|
(0018,6034)|Doppler Correction Angle|FD|1|
(0018,6036)|Steering Angle|FD|1|
(0018,6038)|Doppler Sample Volume X Position|UL|1|RET
(0018,6039)|Doppler Sample Volume X Position|SL|1|
(0018,603A)|Doppler Sample Volume Y Position|UL|1|RET
(0018,603B)|Doppler Sample Volume Y Position|SL|1|
(0018,603C)|TM-Line Position X0|UL|1|RET
(0018,603D)|TM-Line Position X0|SL|1|
(0018,603E)|TM-Line Position Y0|UL|1|RET
(0018,603F)|TM-Line Position Y0|SL|1|
(0018,6040)|TM-Line Position X1|UL|1|RET
(0018,6041)|TM-Line Position X1|SL|1|
(0018,6042)|TM-Line Position Y1|UL|1|RET
(0018,6043)|TM-Line Position Y1|SL|1|
(0018,6044)|Pixel Component Organization|US|1|
(0018,6046)|Pixel Component Mask|UL|1|
(0018,6048)|Pixel Component Range Start|UL|1|
(0018,604A)|Pixel Component Range Stop|UL|1|
(0018,604C)|Pixel Component Physical Units|US|1|
(0018,604E)|Pixel Component Data Type|US|1|
(0018,6050)|Number of Table Break Points|UL|1|
(0018,6052)|Table of X Break Points|UL|1-n|
(0018,6054)|Table of Y Break Points|FD|1-n|
(0018,6056)|Number of Table Entries|UL|1|
(0018,6058)|Table of Pixel Values|UL|1-n|
(0018,605A)|Table of Parameter Values|FL|1-n|
(0018,6060)|R Wave Time Vector|FL|1-n|
(0018,7000)|Detector Conditions Nominal Flag |CS|1|
(0018,7001)|Detector Temperature|DS|1|
(0018,7004)|Detector Type|CS|1|
(0018,7005)|Detector Configuration|CS|1|
(0018,7006)|Detector Description|LT|1|
(0018,7008)|Detector Mode|LT|1|
(0018,700A)|Detector ID|SH|1|
(0018,700C)|Date of Last Detector Calibration |DA|1|
(0018,700E)|Time of Last Detector Calibration|TM|1|
(0018,7010)|Exposures on Detector Since Last Calibration |IS|1|
(0018,7011)|Exposures on Detector Since Manufactured |IS|1|
(0018,7012)|Detector Time Since Last Exposure |DS|1|
(0018,7014)|Detector Active Time |DS|1|
(0018,7016)|Detector Activation Offset From Exposure|DS|1|
(0018,701A)|Detector Binning |DS|2|
(0018,7020)|Detector Element Physical Size|DS|2|
(0018,7022)|Detector Element Spacing|DS|2|
(0018,7024)|Detector Active Shape|CS|1|
(0018,7026)|Detector Active Dimension(s)|DS|1-2|
(0018,7028)|Detector Active Origin|DS|2|
(0018,702A)|Detector Manufacturer Name|LO|1|
(0018,702B)|Detector Manufacturer's Model Name|LO|1|
(0018,7030)|Field of View Origin|DS|2|
(0018,7032)|Field of View Rotation|DS|1|
(0018,7034)|Field of View Horizontal Flip|CS|1|
(0018,7040)|Grid Absorbing Material|LT|1|
(0018,7041)|Grid Spacing Material|LT|1|
(0018,7042)|Grid Thickness|DS|1|
(0018,7044)|Grid Pitch|DS|1|
(0018,7046)|Grid Aspect Ratio|IS|2|
(0018,7048)|Grid Period|DS|1|
(0018,704C)|Grid Focal Distance|DS|1|
(0018,7050)|Filter Material|CS|1-n|
(0018,7052)|Filter Thickness Minimum|DS|1-n|
